LATITUDE,LONGITUDE,STATE,LOCALITY,SUBLOCALITY,POSTCODE,PROPERTY_CATEGORY
40.5752476,-74.1304878,New York,New York,Staten Island,10306,building
40.6056272,-73.943238,New York,New York,Brooklyn,11229,building
40.7971343,-73.9722076,New York,New York,Manhattan,10025,
40.6141211,-73.9966616,New York,New York,Bensonhurst,11204,
40.7751162,-73.902397,New York,New York,Queens,11105,building
40.6141211,-73.9966616,New York,New York,Bensonhurst,11204,
40.7751162,-73.902397,New York,New York,Queens,11105,building
40.7791608,-73.8257555,New York,New York,Queens,11357,building
40.7885633,-73.9767931,New York,New York,Manhattan,10024,public_transport.bus
40.8355073,-73.9119966,New York,New York,The Bronx,10456,building
40.5419604,-74.1682869,New York,New York,Staten Island,10312,building.residential
40.7603978,-73.9919328,New York,New York,Manhattan,10036,building
40.818678,-73.8954715,New York,New York,The Bronx,10459,building
40.8763984,-73.9184692,New York,New York,The Bronx,10463,building
40.6083635,-73.7565424,New York,New York,Queens,11691,building
40.6150193,-73.9464928,New York,New York,Midwood,11210,
40.8544909,-73.8490394,New York,New York,The Bronx,10461,building
40.5457789,-74.1847061,New York,New York,Staten Island,10312,building.residential
40.5634891,-74.1422664,New York,New York,Staten Island,10306,building.residential
40.880833,-73.8758596,New York,New York,The Bronx,10467,building
40.5478529,-74.1993422,New York,New York,Staten Island,10312,building.residential
40.5819307,-74.1025463,New York,New York,Staten Island,10306,building
40.6126021,-74.0930021,New York,New York,Staten Island,10301,building
40.897896,-73.903306,New York,New York,The Bronx,10471,building.residential
40.840962,-73.854142,New York,New York,The Bronx,10462,building
40.7544029,-73.876343,New York,New York,Queens,11372,building
40.5032035,-74.2388518,New York,New York,Staten Island,10307,building.residential
40.6819529,-73.9373297,New York,New York,Brooklyn,11233,building
40.9110703,-73.9017893,New York,New York,The Bronx,10471,building
40.8585142,-73.8918995,New York,New York,The Bronx,10458,building
40.7759232,-73.9087334,New York,New York,Queens,11105,building
40.8982423,-73.904797,New York,New York,Riverdale,10471,
40.7852855,-73.9560385,New York,New York,Manhattan,10128,building
40.7685084,-73.9499965,New York,New York,Upper East Side,10021,
40.6714818,-73.7606794,New York,New York,Queens,11413,building
40.7756423,-73.9642465,New York,New York,Manhattan,10075,building.residential
40.7193051,-73.8453248,New York,New York,Queens County,11375,
40.8354875,-73.9459545,New York,New York,Manhattan,10032,
40.632221,-73.955309,New York,New York,Brooklyn,11210,
40.8678944,-73.9078533,New York,New York,The Bronx,10463,building
40.7720149,-73.9555341,New York,New York,Manhattan,10075,building
40.6714818,-73.7606794,New York,New York,Queens,11413,building
40.7579027,-73.8562374,New York,New York,Queens,11368,building
40.638118,-74.073964,New York,New York,Staten Island,10301,building.residential
40.708633,-73.865415,New York,New York,Queens,11385,building
40.7932677,-73.7984822,New York,New York,Queens,11357,building
40.8678944,-73.9078533,New York,New York,The Bronx,10463,building
40.6834305,-74.005483,New York,New York,Brooklyn,11231,building
40.876794,-73.9177034,New York,New York,The Bronx,10463,building
40.5999698,-73.7455103,New York,New York,Queens,11691,building
40.7337126,-73.7765367,New York,New York,Queens,11366,building.residential
40.7320824,-73.9610327,New York,New York,Brooklyn,11222,building
40.6717953,-73.9407352,New York,New York,Brooklyn,11213,
40.8802558,-73.9168342,New York,New York,The Bronx,10463,building
40.7761945,-73.8477672,New York,New York,Queens,11354,building
40.7784107,-73.7810479,New York,New York,Queens,11360,building.residential
40.8830898,-73.9165737,New York,New York,The Bronx,10463,building
40.7989206,-73.9723967,New York,New York,Manhattan,10025,building.residential
40.5771798,-74.119431,New York,New York,Staten Island,10306,building
40.8716437,-73.9178483,New York,New York,Manhattan,10034,building.residential
40.8279037,-73.881623,New York,New York,The Bronx,10472,building
40.7708684,-73.966733,New York,New York,Manhattan,10021,building
40.6032357,-74.0737747,New York,New York,Staten Island,10305,building
40.8209689,-73.8074205,New York,New York,The Bronx,10465,building
40.7551143,-73.8752634,New York,New York,Queens,11372,building.residential
40.5343207,-74.1998415,New York,New York,Staten Island,10309,building.residential
40.6589824,-73.9920247,New York,New York,Brooklyn,11215,building
40.5203019,-74.1780566,New York,New York,Staten Island,10312,building.residential
40.6973209,-73.7315945,New York,New York,Queens,11411,building
40.5786182,-73.9420211,New York,New York,Brooklyn,11235,building
40.611854,-73.9477154,New York,New York,Brooklyn,11229,building
40.8227774,-73.8084775,New York,New York,The Bronx,10465,building
40.5467194,-74.1923203,New York,New York,Rossville,10312,
40.6131085,-74.1603745,New York,New York,Staten Island,10314,building.residential
40.5604211,-74.1344639,New York,New York,Staten Island,10306,building.residential
40.849705,-73.94014,New York,New York,Manhattan,10033,building
40.7355842,-73.8491198,New York,New York,Queens,11375,building.residential
40.6242127,-74.1357292,New York,New York,Staten Island,10302,building
40.5022937,-74.2429452,New York,New York,Staten Island,10307,building.residential
40.7349473,-73.7733194,New York,New York,Queens,11366,building.residential
40.585111,-74.1036081,New York,New York,Staten Island,10306,building
40.6384339,-73.8899834,New York,New York,Brooklyn,11236,building
40.8255972,-73.9529963,New York,New York,Manhattan,10031,
40.5792324,-73.9713245,New York,New York,Brooklyn,11224,building.residential
40.5855131,-73.9883977,New York,New York,Brooklyn,11214,building
40.7699832,-73.8257555,New York,New York,Queens,11354,building
40.5755968,-74.1636272,New York,New York,Staten Island,10314,building.residential
40.8766081,-73.8998497,New York,New York,The Bronx,10463,building
40.7541793,-73.8310866,New York,New York,Queens,11355,building
40.5464716,-74.1880551,New York,New York,Staten Island,10312,building.residential
40.5990416,-74.0674289,New York,New York,Staten Island,10305,building
40.71397,-73.8970573,New York,New York,Queens,11379,building
40.7679759,-73.899664,New York,New York,Queens,11370,building
40.8992144,-73.8624103,New York,New York,The Bronx,10470,building
40.7398044,-73.9980373,New York,New York,Manhattan,10011,building.residential
40.6149015,-73.9185548,New York,New York,Brooklyn,11234,
40.6410259,-74.0112793,New York,New York,Sunset Park,11220,
40.5355587,-74.2075918,New York,New York,Staten Island,10309,building.residential
40.8754624,-73.8807502,New York,New York,The Bronx,10467,building
40.724706,-73.7957477,New York,New York,Queens,11366,building
40.5395766,-74.1810757,New York,New York,Staten Island,10312,building.residential
40.6746458,-73.9992831,New York,New York,Brooklyn,11231,building
40.7444053,-73.7237661,New York,New York,Queens,11426,building
40.6376964,-73.9048363,New York,New York,Brooklyn,11236,building
40.8343858,-73.8590313,New York,New York,The Bronx,10462,building
40.7516659,-73.7183001,New York,New York,Queens,11004,building
40.5756277,-73.9667833,New York,New York,Brooklyn,11235,building.residential
40.7879226,-73.7863723,New York,New York,Queens,11360,building
40.6245872,-73.9219517,New York,New York,Brooklyn,11234,building.residential
40.8305666,-73.9469641,New York,New York,Manhattan,10031,building
40.5424657,-74.1746625,New York,New York,Staten Island,10312,building.residential
40.8919476,-73.8973687,New York,New York,The Bronx,10471,building
40.7681033,-73.8107752,New York,New York,Queens County,11354,building
40.6267035,-74.1052076,New York,New York,Staten Island,10310,building
40.6960034,-73.8584205,New York,New York,Queens,11421,building
40.7636632,-73.9655082,New York,New York,Manhattan,10065,
40.7879226,-73.7863723,New York,New York,Queens,11360,building
40.8919476,-73.8973687,New York,New York,The Bronx,10471,building
40.694328,-73.7581979,New York,New York,Queens,11412,building.residential
40.6960034,-73.8584205,New York,New York,Queens,11421,building
40.7439956,-73.908547,New York,New York,Queens,11377,building
40.7794608,-73.979919,New York,New York,Manhattan,10023,building
40.7830893,-73.9713177,New York,New York,Manhattan,10024,building.residential
40.8153009,-73.9380717,New York,New York,Manhattan,10037,building
40.6236835,-73.9213087,New York,New York,Brooklyn,11234,building
40.6391205,-73.9112362,New York,New York,Brooklyn,11236,building
40.8848915,-73.9110436,New York,New York,The Bronx,10463,building
40.7723985,-73.9482206,New York,New York,Manhattan,10028,building
40.702334,-73.9937463,New York,New York,Brooklyn,11242,tourism.sights
40.7318958,-73.8599645,New York,New York,Queens,11374,building
40.580134,-74.154154,New York,New York,New Springville,10314,
40.8460907,-73.8887912,New York,New York,The Bronx,10457,building
40.8071957,-73.941821,New York,New York,Manhattan,10027,
40.5147701,-74.2022363,New York,New York,Staten Island,10309,building.residential
40.5908794,-73.9865956,New York,New York,Brooklyn,11214,building
40.6565796,-73.8516349,New York,New York,Queens,11414,building
40.577533,-73.958513,New York,New York,Brooklyn,11235,building.residential
40.7577238,-73.9597924,New York,New York,Manhattan,10022,building
40.7246592,-73.9475691,New York,New York,Brooklyn,11222,building
40.7751786,-73.9550168,New York,New York,Manhattan,10028,building
40.6337561,-74.003307,New York,New York,Brooklyn,11219,building
40.8282228,-73.8706372,New York,New York,The Bronx,10472,building
40.8789773,-73.916004,New York,New York,Spuyten Duyvil,10463,
40.8032028,-73.9687464,New York,New York,Manhattan,10025,building.residential
40.8550515,-73.8852304,New York,New York,The Bronx,10458,building
40.7472951,-73.8164494,New York,New York,Queens,11355,building
40.7601741,-73.728329,New York,New York,Queens,11362,building
40.7472951,-73.8164494,New York,New York,Queens,11355,building
40.6921071,-73.9400823,New York,New York,Brooklyn,11221,building
40.8550515,-73.8852304,New York,New York,The Bronx,10458,building
40.5909939,-74.0662942,New York,New York,Staten Island,10305,building.residential
40.635324,-74.133679,New York,New York,Staten Island,10302,building
40.6701878,-73.9595284,New York,New York,Brooklyn,11225,building
40.7992319,-73.9526079,New York,New York,Manhattan,10026,
40.7207542,-73.8537801,New York,New York,Queens,11375,building
40.7488599,-73.8926999,New York,New York,Jackson Heights,11372,
40.6645719,-73.8995034,New York,New York,Brooklyn,11207,building
40.630475,-74.100665,New York,New York,Staten Island,10301,building
40.7241961,-74.0091487,New York,New York,Manhattan,10013,building
40.5248784,-74.2121776,New York,New York,Staten Island,10309,building.residential
40.7086372,-73.9026067,New York,New York,Queens County,11385,building
40.8368581,-73.8449273,New York,New York,The Bronx,10461,building
40.6163169,-73.9981652,New York,New York,Brooklyn,11204,building
40.6649303,-73.8670719,New York,New York,Brooklyn,11208,building
40.7836212,-73.9759437,New York,New York,Manhattan,10024,building
40.8930548,-73.9067416,New York,New York,The Bronx,10471,
40.6215026,-73.9066372,New York,New York,Brooklyn,11234,building
40.8807579,-73.8418489,New York,New York,The Bronx,10466,building
40.8389829,-73.8601515,New York,New York,The Bronx,10462,building
40.782683,-73.9586904,New York,New York,Manhattan,10128,building
40.7582228,-73.8559216,New York,New York,Queens,11368,
40.8135939,-73.8019007,New York,New York,The Bronx,10465,building
40.7236718,-73.8030548,New York,New York,Queens,11366,building
40.6314894,-74.1348461,New York,New York,Staten Island,10302,building
40.7368035,-73.9864789,New York,New York,Manhattan,10003,building
40.7669348,-73.9701575,New York,New York,Manhattan,10065,building
40.6155772,-74.1364517,New York,New York,Staten Island,10314,building
40.6726721,-73.8496745,New York,New York,Queens,11417,building
40.71176,-73.753743,New York,New York,Queens,11423,building.residential
40.5887895,-73.9452357,New York,New York,Brooklyn,11235,building.residential
40.6055237,-73.9143161,New York,New York,Brooklyn,11234,building.residential
40.6142504,-73.9196974,New York,New York,Mill Basin,11234,
40.6071393,-74.097086,New York,New York,Staten Island,10301,building
40.7107548,-73.7320869,New York,New York,Queens,11429,building
40.736891,-73.985669,New York,New York,Manhattan,10003,building
40.6491159,-73.8389887,New York,New York,Queens,11414,building
40.7059312,-74.0093393,New York,New York,Manhattan,10005,building
40.6148883,-73.9078973,New York,New York,Brooklyn,11234,building
40.8781862,-73.8523657,New York,New York,The Bronx,10469,building
40.5342218,-74.2016301,New York,New York,Staten Island,10309,building.residential
40.5142085,-74.2505102,New York,New York,Staten Island,10307,building.residential
40.80059,-73.97071,New York,New York,Manhattan,10025,building.residential
40.6867525,-73.996485,New York,New York,Brooklyn,11201,building
40.7385519,-73.8545527,New York,New York,Queens,11368,building
40.806951,-73.853401,New York,New York,Clason Point,10473,
40.8474641,-73.9177608,New York,New York,The Bronx,10453,building
40.7125699,-73.79318,New York,New York,Jamaica Estates,11432,
40.8717961,-73.916064,New York,New York,Manhattan,10034,
40.7544269,-73.8114185,New York,New York,Queens,11355,building
40.7437415,-73.978774,New York,New York,Manhattan,10016,building
40.6693291,-73.7924388,New York,New York,Queens,11436,building
40.6183626,-73.9260392,New York,New York,Brooklyn,11234,building
40.5393625,-74.214287,New York,New York,Staten Island,10309,building.residential
40.5817208,-73.9645608,New York,New York,Brooklyn,11235,building.residential
40.7192438,-73.8499268,New York,New York,Queens,11375,sport.sports_centre
40.6799381,-73.9764616,New York,New York,Brooklyn,11217,building
40.6717866,-73.7955639,New York,New York,Queens,11436,building
40.807051,-73.853819,New York,New York,Clason Point,10473,
40.8976524,-73.9019402,New York,New York,The Bronx,10471,building
40.721289,-73.8403901,New York,New York,Queens,11375,building.residential
40.8809803,-73.9074446,New York,New York,The Bronx,10463,building
40.6820237,-73.800217,New York,New York,Queens,11436,building
40.7704759,-73.9574549,New York,New York,Manhattan,10021,building
40.741725,-73.9786641,New York,New York,Manhattan,10016,building
40.5776897,-74.0072206,New York,New York,Brooklyn,11224,building
40.8548137,-73.8500157,New York,New York,The Bronx,10461,
40.5592121,-74.1263587,New York,New York,Staten Island,10306,building
40.5610279,-74.1050355,New York,New York,Staten Island,10306,building
40.7433901,-73.9973776,New York,New York,Manhattan,10011,building
40.5757051,-74.0098832,New York,New York,Brooklyn,11224,building
40.8003865,-73.9443376,New York,New York,Manhattan,10035,building
40.7282179,-73.8032584,New York,New York,Queens,11365,building
40.797735,-73.933806,New York,New York,Manhattan,10035,building
40.77551,-73.957627,New York,New York,Manhattan,10028,building
40.7427699,-73.70245,New York,New York,Floral Park,11004,
40.7565607,-73.7796734,New York,New York,Queens,11361,building
40.8890553,-73.9033819,New York,New York,The Bronx,10463,building
40.7134524,-74.0070904,New York,New York,Manhattan,10003,building.commercial
40.5434215,-74.174846,New York,New York,Staten Island,10312,building.residential
40.594453,-74.1889609,New York,New York,Staten Island,10314,building.residential
40.5862681,-74.1585168,New York,New York,Staten Island,10314,building.residential
40.6871306,-73.9215141,New York,New York,Brooklyn,11221,building.residential
40.8806865,-73.9157055,New York,New York,The Bronx,10463,building
40.6915357,-73.9956516,New York,New York,Brooklyn,11201,building.residential
40.617279,-74.0267532,New York,New York,Brooklyn,11209,building
40.851494,-73.8492232,New York,New York,The Bronx,10461,building
40.7719231,-73.955157,New York,New York,Manhattan,10075,building
40.6384591,-74.1646633,New York,New York,Staten Island,10303,building.residential
40.7595774,-73.964779,New York,New York,Manhattan,10022,building.residential
40.7942099,-73.9636725,New York,New York,Manhattan,10025,building.residential
40.7037872,-73.8752532,New York,New York,Queens,11385,building
40.7769649,-73.9769247,New York,New York,Manhattan,10023,building.residential
40.8827696,-73.9148245,New York,New York,The Bronx,10463,
40.7518439,-73.8822788,New York,New York,Queens,11368,building
40.5781687,-73.8586706,New York,New York,Queens County,11694,
40.7750765,-73.9495633,New York,New York,Manhattan,10028,building
40.7309404,-73.8683812,New York,New York,Queens,11374,building
40.7332174,-73.8448704,New York,New York,Queens,11375,building
40.6109595,-74.060351,New York,New York,Staten Island,10305,building
40.7023326,-73.8891107,New York,New York,Queens,11385,building
40.7910972,-73.9748583,New York,New York,Manhattan,10024,building.residential
40.7685072,-73.8246067,New York,New York,Queens County,11354,building
40.87796,-73.9011666,New York,New York,The Bronx,10463,building
40.73531,-73.8812513,New York,New York,Queens,11373,building
40.669243,-73.809973,New York,New York,Queens,11420,building
40.6107278,-74.0701607,New York,New York,Staten Island,10305,building.residential
40.73531,-73.8812513,New York,New York,Queens,11373,building
40.87796,-73.9011666,New York,New York,The Bronx,10463,building
40.618311,-73.997597,New York,New York,Brooklyn,11204,building
40.6713695,-73.869277,New York,New York,Brooklyn,11208,building
40.8389649,-73.8613485,New York,New York,The Bronx,10462,building
40.734848,-73.8232512,New York,New York,Queens,11367,building
40.546286,-74.195582,New York,New York,Staten Island,10312,building.residential
40.6207744,-73.9055089,New York,New York,Brooklyn,11234,building
40.5767317,-74.1187369,New York,New York,Staten Island,10306,building
40.8082842,-73.9412356,New York,New York,Manhattan,10027,building
40.651735,-73.830298,New York,New York,Queens,11414,building
40.6163157,-74.1248333,New York,New York,Staten Island,10314,building
40.7201292,-73.8398387,New York,New York,Queens,11375,
40.5274146,-74.179841,New York,New York,Staten Island,10312,building.residential
40.7808597,-73.7834998,New York,New York,Queens,11360,building
40.6331671,-73.9597006,New York,New York,Brooklyn,11230,building
40.7361476,-73.9955368,New York,New York,Manhattan,10011,
40.7304899,-73.8735933,New York,New York,Queens,11373,building
40.5274146,-74.179841,New York,New York,Staten Island,10312,building.residential
40.6331671,-73.9597006,New York,New York,Brooklyn,11230,building
40.7808597,-73.7834998,New York,New York,Queens,11360,building
40.5784256,-73.9853674,New York,New York,Brooklyn,11224,building
40.6883185,-73.9686154,New York,New York,Brooklyn,11205,building
40.7261696,-74.0013901,New York,New York,SoHo,10012,
40.6830732,-73.8797396,New York,New York,Brooklyn,11208,building
40.6069525,-74.1016936,New York,New York,Staten Island,10301,building
40.6259736,-73.9141206,New York,New York,Brooklyn,11234,building
40.5116874,-74.2388187,New York,New York,Staten Island,10307,building.residential
40.8965547,-73.8476725,New York,New York,The Bronx,10466,building
40.7121373,-73.8277084,New York,New York,Queens,11415,
40.7992319,-73.9526079,New York,New York,Manhattan,10026,
40.6175251,-73.9255226,New York,New York,Brooklyn,11234,building
40.7884912,-73.8515778,New York,New York,Queens,11356,building
40.7217614,-74.0013329,New York,New York,Manhattan,10013,building
40.7472542,-73.8978152,New York,New York,Queens,11377,
40.7488491,-73.9716161,New York,New York,Manhattan,10017,building
40.8563536,-73.865974,New York,New York,The Bronx,10462,building
40.6208655,-74.036863,New York,New York,Brooklyn,11209,building
40.5357703,-74.1849822,New York,New York,Staten Island,10312,building.residential
40.5628043,-74.1853825,New York,New York,Staten Island,10312,building.residential
40.6042895,-73.7478287,New York,New York,Queens,11691,building
40.7490984,-73.8849909,New York,New York,Queens,11372,building
40.7780359,-73.7808993,New York,New York,Queens,11360,building.residential
40.6758271,-73.8828978,New York,New York,Brooklyn,11208,building
40.6672186,-73.9566539,New York,New York,Brooklyn,11225,commercial
40.7371253,-73.9806613,New York,New York,Manhattan,10010,building
40.7439188,-74.0014359,New York,New York,Manhattan,10011,building
40.6892122,-73.8634426,New York,New York,Queens,11421,building
40.8301222,-73.9202611,New York,New York,The Bronx,10456,building
40.8994229,-73.8706379,New York,New York,The Bronx,10470,
40.6047809,-73.9920476,New York,New York,Brooklyn,11214,building
40.744346,-73.957101,New York,New York,Queens,11109,building
40.8301222,-73.9202611,New York,New York,The Bronx,10456,building
40.7439188,-74.0014359,New York,New York,Manhattan,10011,building
40.7800183,-73.7514697,New York,New York,Douglaston,11363,
40.5874424,-73.9675716,New York,New York,Brooklyn,11223,building.residential
40.6295982,-74.0275565,New York,New York,Brooklyn,11209,building
40.8099353,-73.9377818,New York,New York,Manhattan,10037,building
40.6693668,-73.7996259,New York,New York,Queens,11436,building
40.7762825,-73.9453865,New York,New York,Manhattan,10128,building
40.6556445,-73.848959,New York,New York,Queens,11414,building
40.6021451,-73.7401761,New York,New York,Queens,11691,building
40.8717268,-73.9050847,New York,New York,The Bronx,10463,building
40.7459265,-73.868944,New York,New York,Queens,11373,building
40.6014996,-73.9324298,New York,New York,Brooklyn,11229,building
40.6884736,-73.9747288,New York,New York,Brooklyn,11217,building
40.5251737,-74.2176044,New York,New York,Staten Island,10309,building.residential
40.7464807,-74.0018835,New York,New York,Manhattan,10011,building
40.5887913,-74.1444799,New York,New York,Staten Island,10314,building.residential
40.6681943,-73.8749046,New York,New York,Brooklyn,11208,building
40.7246503,-73.9960912,New York,New York,Manhattan,10012,
40.7956412,-73.8246757,New York,New York,Queens,11357,building
40.695043,-73.832656,New York,New York,Queens,11418,building
40.7684367,-73.7969886,New York,New York,Queens,11358,building
40.6165131,-74.0045846,New York,New York,Brooklyn,11228,building
40.7229769,-74.0093524,New York,New York,Tribeca,10013,
40.7964178,-73.8058096,New York,New York,Queens,11357,building
40.7205894,-73.8359422,New York,New York,Queens,11375,building
40.83645,-73.924271,New York,New York,The Bronx,10452,building
40.7115495,-73.7464296,New York,New York,Queens,11429,building
40.7945469,-73.9649582,New York,New York,Manhattan,10025,building.residential
40.6741308,-73.8908415,New York,New York,Brooklyn,11207,
40.7836228,-73.8141298,New York,New York,Queens,11357,building
40.7151328,-73.8834603,New York,New York,Queens,11379,building
40.619526,-74.0311577,New York,New York,Brooklyn,11209,building
40.7690548,-73.7444989,New York,New York,Queens,11363,building
40.8868607,-73.9129726,New York,New York,The Bronx,10463,
40.5803785,-74.1578058,New York,New York,Staten Island,10314,building.residential
40.6281869,-74.1606727,New York,New York,Staten Island,10303,building
40.8868607,-73.9129726,New York,New York,The Bronx,10463,
40.671985,-73.9889397,New York,New York,Brooklyn,11215,building
40.6077498,-74.0743086,New York,New York,Staten Island,10305,
40.7371772,-74.0024577,New York,New York,Manhattan,10014,building
40.778484,-73.9524912,New York,New York,Manhattan,10028,building
40.7922364,-73.8405165,New York,New York,Queens,11356,building
40.6629386,-73.8878146,New York,New York,Brooklyn,11207,building
40.7228178,-74.00088,New York,New York,Manhattan,10012,building
40.6275081,-74.018889,New York,New York,Brooklyn,11209,building
40.6699448,-73.9429395,New York,New York,Brooklyn,11213,building
40.7369927,-73.9868876,New York,New York,Manhattan,10003,building
40.6778447,-73.7335012,New York,New York,Queens,11422,building
40.606711,-74.1447092,New York,New York,Staten Island,10314,building.residential
40.5776924,-73.9737314,New York,New York,Brooklyn,11224,building.residential
40.8833792,-73.907461,New York,New York,The Bronx,10463,building
40.7104509,-73.7982064,New York,New York,Queens,11432,building.residential
40.739059,-73.9229803,New York,New York,Queens,11377,
40.5774962,-74.1181004,New York,New York,Staten Island,10306,building
40.5546832,-74.1780566,New York,New York,Staten Island,10312,building.residential
40.6175808,-74.0858322,New York,New York,Staten Island,10304,building
40.7223099,-73.84153,New York,New York,Queens County,11375,
40.7240812,-73.8521227,New York,New York,Queens,11375,building.residential
40.6049921,-73.9106532,New York,New York,Brooklyn,11234,building.residential
40.7104509,-73.7982064,New York,New York,Queens,11432,building.residential
40.724514,-73.8458441,New York,New York,Queens,11375,building.residential
40.6330213,-74.0274188,New York,New York,Brooklyn,11209,building
40.6000344,-74.1064235,New York,New York,Staten Island,10304,building
40.7562704,-73.8180817,New York,New York,Queens,11355,building
40.7270139,-73.8523359,New York,New York,Queens,11375,building
40.6286854,-74.0372417,New York,New York,Brooklyn,11209,building
40.7914938,-73.9756337,New York,New York,Manhattan,10024,building
40.7512505,-73.8814433,New York,New York,Queens,11372,building
40.6369819,-74.0276787,New York,New York,Brooklyn,11220,building
40.7066981,-73.7439122,New York,New York,Queens,11429,building.residential
40.6325838,-74.0194607,New York,New York,Brooklyn,11220,building
40.735335,-73.7142031,New York,New York,Queens,11426,building
40.6037688,-73.9113665,New York,New York,Brooklyn,11234,building
40.7364499,-73.8584826,New York,New York,Queens,11368,building.residential
40.6343667,-74.0311335,New York,New York,Brooklyn,11209,building
40.7510826,-73.8738365,New York,New York,Jackson Heights,11372,
40.7165988,-73.883495,New York,New York,Queens,11379,building
40.5954596,-73.9968422,New York,New York,Brooklyn,11214,building
40.7924353,-73.8258362,New York,New York,Queens,11357,building
40.6283771,-73.9175027,New York,New York,Brooklyn,11234,building
40.6214749,-73.932287,New York,New York,Brooklyn,11234,building
40.7345123,-73.9874441,New York,New York,Manhattan,10003,building.residential
40.8408308,-73.7856681,New York,New York,The Bronx,10464,building
40.5527755,-74.1539297,New York,New York,Staten Island,10308,building.residential
40.7974456,-73.9620195,New York,New York,Manhattan,10025,building
40.7582795,-73.9624506,New York,New York,Manhattan,10022,building
40.700309,-73.8535466,New York,New York,Queens,11421,building
40.8455961,-73.8264218,New York,New York,The Bronx,10461,building
40.7904197,-73.966175,New York,New York,Manhattan,10025,
40.7213854,-73.9939529,New York,New York,Manhattan,10012,building.residential
40.6214608,-73.905805,New York,New York,Brooklyn,11234,building
40.6982271,-73.7605874,New York,New York,Queens,11412,building.residential
40.5856353,-74.1068594,New York,New York,Staten Island,10304,building
40.898666,-73.8738365,New York,New York,The Bronx,10470,building
40.6039146,-73.9980848,New York,New York,Brooklyn,11214,building
40.6013797,-74.1380964,New York,New York,Staten Island,10314,building.residential
40.6938815,-73.9983127,New York,New York,Brooklyn,11201,building
40.7918625,-73.9667605,New York,New York,Manhattan,10025,building
40.6648825,-73.8826911,New York,New York,Brooklyn,11207,building
40.6268626,-74.1476451,New York,New York,Staten Island,10303,building
40.6763522,-73.9543474,New York,New York,Brooklyn,11216,building
40.6171201,-74.0385203,New York,New York,Brooklyn,11209,building
40.6125589,-73.9230425,New York,New York,Brooklyn,11234,
40.906568,-73.8968047,New York,West New York,The Bronx,07093,commercial.food_and_drink.bakery
40.7707516,-73.9645283,New York,New York,Manhattan,10021,
40.7737635,-73.9644574,New York,New York,Manhattan,10021,
40.5582716,-74.1160817,New York,New York,Staten Island,10306,building.residential
40.7803429,-73.947266,New York,New York,Manhattan,10128,building
40.7019793,-73.8942094,New York,New York,Queens,11385,building
40.6585622,-73.9825211,New York,New York,Brooklyn,11215,building
40.8522694,-73.939181,New York,New York,Manhattan,10033,building.residential
40.7319485,-74.0025061,New York,New York,Manhattan,10014,building
40.9057959,-73.90002,New York,New York,The Bronx,10471,
40.6329634,-73.9709274,New York,New York,Brooklyn,11230,building
40.7618985,-73.8758538,New York,New York,Queens,11369,building
40.6074371,-73.9588281,New York,New York,Brooklyn,11229,building.residential
40.715351,-74.0128441,New York,New York,Manhattan,10282,building.residential
40.9057959,-73.90002,New York,New York,The Bronx,10471,
40.6074371,-73.9588281,New York,New York,Brooklyn,11229,building.residential
40.8742949,-73.883753,New York,New York,The Bronx,10458,
40.7274335,-73.9892241,New York,New York,Manhattan,10003,building.residential
40.6917538,-73.7370978,New York,New York,Queens,11411,building.residential
40.6868209,-73.9988226,New York,New York,Brooklyn,11231,building
40.7291499,-73.84944,New York,New York,Queens,11375,building
40.788437,-73.9731887,New York,New York,Manhattan,10024,building
40.7129312,-73.8561994,New York,New York,Queens,11375,building
40.6386251,-73.9591955,New York,New York,Brooklyn,11226,building
40.6195811,-73.9706361,New York,New York,Brooklyn,11230,
40.5939428,-73.7748361,New York,New York,Queens,11691,building
40.8515331,-73.9197862,New York,New York,The Bronx,10453,building
40.7577991,-73.7159564,New York,New York,Queens,11005,building
40.762788,-73.7768814,New York,New York,Queens,11361,building
40.8983076,-73.9020849,New York,New York,Riverdale,10471,
40.896179,-73.839487,New York,New York,The Bronx,10466,building
40.6860975,-73.7998859,New York,New York,Queens,11435,building
40.6835248,-73.9141078,New York,New York,Brooklyn,11233,building
40.6172572,-73.9611011,New York,New York,Brooklyn,11230,building
40.609816,-73.9084026,New York,New York,Brooklyn,11234,building.residential
40.5474933,-74.2098503,New York,New York,Staten Island,10309,building.residential
40.7212998,-73.7544395,New York,New York,Queens,11427,building
40.5114943,-74.2382685,New York,New York,Staten Island,10307,building.residential
40.8138919,-73.9476673,New York,New York,Manhattan,10027,building
40.5083446,-74.2299349,New York,New York,Staten Island,10309,building.residential
40.7230399,-73.85628,New York,New York,Forest Hills,11375,
40.552359,-74.14076,New York,New York,Staten Island,10308,building
40.748134,-73.9708805,New York,New York,Manhattan,10158,building
40.5946329,-73.9779295,New York,New York,Brooklyn,11223,building.residential
40.5599528,-74.1198255,New York,New York,Oakwood,10306,
40.7230399,-73.85628,New York,New York,Forest Hills,11375,
40.6101839,-74.009209,New York,New York,Brooklyn,11228,building
40.5724498,-74.0909716,New York,New York,Staten Island,10306,building
40.7774399,-73.9793101,New York,New York,Manhattan,10023,building.residential
40.5389259,-74.195072,New York,New York,Staten Island,10312,building.residential
40.604405,-73.9751935,New York,New York,Brooklyn,11223,
40.7442721,-73.9907621,New York,New York,Manhattan,10010,building
